"username","created_at","comment_text"
"theartidote","2018-08-24 20:33:08","I’m copy/pasting here the following anonymous message: “Dr. Tanya dharamshi @ priory clinic, in health care city - dubai. I had a very positive experience with her. Shes someone i can talk to about anything and she helped me recover from depression and anxiety when i got really traumatized by my breakup. She made me realize that whatever i am feeling is real and theres so much strength inside me to recover from it. Before meeting her i was crying continuously for 2 years and found it hard to even get up and take a shower. I owe a lot to her for being.”"
"yasminekamar","2018-08-24 21:01:07","@stay_hangry_"
"shivnut","2018-08-24 22:21:49","@slightlymeh"
"dinabutti","2018-08-25 04:04:57","@drsarahrasmi 100%%%%%"
"dinabutti","2018-08-25 04:07:25","I’ve known @drsarahrasmi for years and even as friends now, I continue going to all her parenting workshops. I’ve recommended her to everyone I know and have only received great reviews. She’s super qualified and a great combo as a psych, professor, researcher and parent of a three year old and teenager herself! 👍👍"
"tkawood","2018-08-25 04:39:05","I am a holistic healer and have helped people with physical, emotional and spiritual work. You can find some testimonials on my website www.tkholistic.com @tkholistic"
"vivekkorwani","2018-08-25 09:04:45","@mistah_bob Here’s my man."
"theartidote","2018-08-25 14:06:18","I’m pasting here the following anonymous message: “Hi! A contact in Dubai - Dr Reem Shaheen at ClearMinds Centre, Jumeirah Lake Towers :) She’s absolutely wonderful. Contact her at info@clearmindscenter.com “"
"theartidote","2018-08-25 14:07:31","Anonymous recommendation: “Hii Jova, im a psychiatry intern so from my personal experiences I highly recommend 2 psychiatrists, Dr mohtasim in Al Amal Hospital Dubai. Dr Fasial and Mr Nasser al Riyami in sheikh khalifa medical city, behavioral sciences pavilion Abudhabi —- the 2nd one is a psychologist/hypnotherapist.”"
"theartidote","2018-08-25 14:15:01","Anonymous recommendation: “Hello! I can highly recommend Nathalie Khalaf in Dubai. https://www.instagram.com/nathalie.holistic.counselling. She is an unbelievable human, full of love and support, and also does counseling in Arabic as it is something very uncommon in our region. I had only two sessions with her and surprisingly needed no more - she now is a dear friend of mine. She can be contacted directly through her page and she will get in touch very quickly.”"
"theartidote","2018-08-25 14:16:36","Anonymous recommendation: “Dr. Paul Gelston - Registered CBT & Dr. Fiona Desira - Registered Clinical Psychologist. They’re both from Child Early Intervention Medical Center, Oud Metha Rd., Dubai”"
"rythma_","2018-08-25 15:41:40","thank you for this, jova! ❤️"
"nisrine_k","2018-08-25 21:57:36","G.r.e.a.t initiative 💜"
"yasmi.en","2018-08-26 07:02:41","American Centre Of Psychiatry and Neurology has a psychiatrist named Dr. Nasser AlHindi in the Dubai branch. He was always kind and very honest with me, he helped me find the right combination of medicine for me, and I'm feeling better than ever. The only complaint I have is that to get a medical report from them costs 150. So transferring psychiatrists or traveling and going to a new psychiatrist will cost you some money to prove you have your diagnosis."
"ashitapattiepatwa","2018-08-26 21:00:26","Please do one for Abu Dhabi! Thank you very much. 💜"
"jan3ssa.m","2018-08-27 04:51:18","I recommend my sister @angelinefreedom. She is based in Dubai. She is a Mental Health Awareness advocate."
"madiha.sayani","2018-08-28 18:14:15","@unaizapunjwani thanks ❤️"
"christinegerberrutt","2018-08-30 09:04:25","I recommend Dr Asad Sadiq at The Psychiatry & Therapy Center www.psychiatryandtherapy.ae  He is a British psychiatrist been working in Dubai for a few years. A gentle approach with heart, brain & soul."
"thehexyleone","2018-09-03 02:52:09","@sonic_kaboom any suggestions?"
"pointzerofloatation","2018-09-27 08:09:23","For anyone out there looking for alternative therapy, we offer sensory deprivation which is really helpful for mental calmness and clarity. Give this a try because we have clients who tell us it helps them with their anxiety and depression. Also this therapy is specifically designed for PTSD and as a helping aid for addiction."
"bhawna_ranaa","2018-11-19 11:27:05","@sharmaankur961"
"sharmaankur961","2018-11-19 11:28:05","@bhawna_ranaa thanks"
